store_id,store_name,location,demographics
363,Russell-Santana,68031 Zachary Islands,None
364,Pollard Inc,6563 Tyler Coves,"(-42.9977615,22.299044)"
365,"Matthews, Williams and Melton",7489 Connie Roads Suite 743,"(56.1899655,95.924415)"
366,Saunders-Sullivan,1627 Jessica Mountains Suite 451,"(44.8356545,-6.024548)"
367,"Jensen, Cortez and Rowe",9853 Clark Trace,"(38.651023,-5.741261)"
368,"Miller, Scott and Parsons",369 Ortega Lock,"(47.760377,-23.585141)"
369,Johnson LLC,None,"(-63.924205,-169.738251)"
370,Stephens Ltd,LOCATION_ERROR,"(66.5598285,162.528218)"
371,Long Ltd,59282 Cook Springs Apt. 422,"(-74.963679,144.779517)"
372,"Caldwell, Woods and Nixon",29037 Jennifer Islands Apt. 102,"(86.2129325,-53.165206)"
373,Matthews-Jones,4870 Melissa Glen,"(75.6319085,53.836606)"
374,Stevens Inc,None,"(-37.9331805,93.577571)"
375,"Roy, Butler and Mathews",05667 David Mills Suite 146,"(80.369710,35.680566)"
376,Taylor-Smith,78979 Cunningham Drives Apt. 949,"(65.4943945,49.194617)"
377,Fitzgerald-Keith,8697 Villa Coves Apt. 320,DEMOGRAPHICS_ERROR
378,"Lee, Washington and Rogers",29370 Kimberly Land Apt. 107,"(7.054452,-138.592249)"
379,Allen-Soto,49111 Monica Curve,"(33.667361,-31.115563)"
380,Herrera-Welch,0593 Antonio Gardens,None
381,Kramer LLC,27930 Michael Glen Suite 605,"(-47.222044,12.160203)"
382,"Simmons, Robinson and Morales",67065 Pearson Skyway,"(-69.7363825,-78.632345)"
383,"Tran, Hunt and Peterson",32379 Berg Turnpike,"(-62.867166,53.608244)"
384,Banks LLC,180 John Squares,"(-79.1492125,-16.454221)"
385,Lewis-Heath,971 Jordan Expressway,"(15.3601935,120.101451)"
386,Valencia LLC,25467 Crystal Terrace Suite 447,"(-43.7758695,15.924518)"
387,Thompson and Sons,127 Owen Mews,"(5.8832285,60.643185)"
388,"Mccormick, Craig and Higgins",3189 Mills Meadow,"(48.881919,148.681591)"
389,Smith Group,85441 Colton Ford Apt. 535,None
390,Gibson LLC,None,"(-3.7330915,-174.332703)"
391,Newman LLC,1566 Jonathan Well Apt. 483,"(-80.1856365,132.007263)"
392,STORE_ERROR,5372 Kathleen Divide,"(24.148382,72.403591)"
393,Lee-Thompson,3286 Powers Villages Suite 197,"(-17.573256,62.043013)"
394,"White, Bailey and Hardy",7743 Pennington Rue,None
395,"Fox, Terry and Hawkins",1944 Anderson Divide Apt. 349,"(19.4075135,130.832922)"
396,"Vasquez, Lee and Walters",81370 Barrett Alley,"(55.1925655,-179.924982)"
397,Newman Ltd,0687 Wall Greens,"(26.2218335,-78.509987)"
398,Lawrence LLC,364 Richardson Squares Apt. 644,"(-43.321978,-61.257758)"
399,Rivera LLC,80395 Whitaker Freeway Suite 892,None
400,None,77001 Wilson Terrace Apt. 951,"(8.2737615,47.953382)"
401,"Wilkinson, Collier and Flores",4487 Jasmine Walks,"(-55.9912795,15.125675)"
402,Curtis-Warren,737 Joshua Village,"(55.7863565,88.605933)"
403,Leblanc Ltd,83693 Michael Ville Apt. 391,"(-70.544680,-77.552146)"
404,Barry-Pearson,5912 Rollins Land,"(13.2280335,-22.061927)"
405,None,4070 Lopez Trail,"(71.5927645,73.822567)"
406,"Brandt, Garcia and Davis",67662 Rachel Pass Suite 316,"(-12.398367,52.792976)"
407,Palmer Group,70650 Jeremy Drive,"(9.8673965,-150.972744)"
408,Wilson-Martin,LOCATION_ERROR,"(-21.9815125,-141.861930)"
409,Nunez PLC,1996 Andrea Light Suite 508,"(29.217121,-86.205639)"
410,"Bender, Vasquez and Perez",9299 Paul Divide Suite 586,DEMOGRAPHICS_ERROR
411,"Sanchez, Wise and Soto",08478 Fisher Common,"(7.696513,164.166112)"
412,Garcia-Harris,077 Michele Keys,None
413,Warren-Obrien,9003 Amanda Courts,"(8.767901,69.130073)"
414,Clark-Lee,31276 Young Stream,"(48.7363765,3.433960)"
415,Jones and Sons,4524 Andrew Lock,"(-3.160373,-150.970773)"
416,Quinn Group,041 Adam Ville,"(-7.965481,-33.814435)"
417,STORE_ERROR,942 Amanda Flat Apt. 065,"(-38.362168,-29.643230)"
418,Grant and Sons,959 Cindy Highway Suite 764,"(84.1901555,-30.577527)"
419,Porter Inc,8149 Nguyen Bypass Suite 184,"(-26.8118715,-111.570152)"
420,Webb Group,099 Shawn Plains,"(-5.9223915,-152.288956)"
421,Cox Inc,7017 Johnson Meadow,"(18.6969065,-125.948366)"
422,"Christian, Torres and Jackson",None,DEMOGRAPHICS_ERROR
423,Watts-Cross,29579 Beasley Shore Suite 361,"(23.9885145,118.603501)"
424,Grimes-Cox,3325 Harper Throughway Suite 173,DEMOGRAPHICS_ERROR
425,Le LLC,97697 David Well Apt. 810,"(-89.715160,119.188950)"
426,Lynch PLC,38288 Sanders Ways Suite 797,DEMOGRAPHICS_ERROR
427,Watkins LLC,894 Armstrong Route,"(-17.496081,-18.614324)"
428,,46149 Simmons Bridge Apt. 129,"(-32.5380255,170.493507)"
429,STORE_ERROR,2673 Rick Courts,"(82.093913,-46.963628)"
430,Nelson Ltd,83702 Duncan Courts Suite 650,
431,Mendez-Brown,863 Tabitha Loaf Suite 120,"(86.6838875,109.945817)"
432,"Nichols, Pena and Ingram",15232 Victoria Shore Apt. 600,"(38.591535,100.413340)"
433,Avila and Sons,1593 Farley Estates Apt. 463,"(-82.679544,-174.957993)"
434,"Ford, Andrews and Rodriguez",1231 Robinson Port Apt. 427,"(-68.311312,-62.392468)"
435,Williams Ltd,303 Xavier Walks Apt. 730,"(-48.307356,-49.469508)"
436,STORE_ERROR,826 Novak Squares Apt. 552,"(28.8515745,-4.142581)"
437,"Patterson, Crawford and Wagner",09875 Cheryl Terrace Suite 836,"(87.8270855,42.740380)"
438,Parsons Inc,09768 Katie Rue,"(-46.4991225,56.618113)"
439,Valdez-Ashley,2420 Mccullough Pike,"(-73.0861685,131.342780)"
440,None,8461 Perry Brook,"(-43.6822915,-53.412867)"
441,Whitehead-Norman,390 Amanda Dam,"(-10.3407465,-76.852276)"
442,"Smith, Daniels and Kim",242 Johnson Mountains Suite 790,"(26.050152,-49.178920)"
443,Chavez-Parker,90494 Taylor Park,"(-65.138770,-52.828111)"
444,Jones LLC,63638 Melissa Mountain,"(53.8198785,-82.494463)"
445,"Frazier, Elliott and Miller",805 Richmond Causeway Suite 620,"(59.327825,69.229212)"
446,"Washington, Myers and Baird",879 Carrie Lodge,"(-60.0223675,160.072070)"
447,Harris-Gonzalez,78740 Elizabeth Forest Apt. 459,"(-72.952405,-17.661539)"
448,Houston-Black,4712 Sean Points,"(-84.036163,-155.457924)"
449,Cook-Sparks,906 Terri Harbor Apt. 764,DEMOGRAPHICS_ERROR
450,"Miller, Costa and Harris",09728 Adam Village Suite 267,"(30.3481715,-161.615691)"
451,Simpson Ltd,LOCATION_ERROR,"(-71.6754785,-153.737616)"
452,"Clark, Young and Townsend",LOCATION_ERROR,"(50.453135,-111.783654)"
453,Cantrell and Sons,01183 Knapp Springs Apt. 318,"(-32.910213,-150.615043)"
454,White Group,,"(12.732752,-106.673419)"
455,STORE_ERROR,83727 Mayo View,"(-1.239983,78.487709)"
456,"Hoffman, Thompson and Hicks",831 Montgomery Squares,"(-14.326788,-139.235868)"
457,"Williams, Lyons and Wells",4395 Coffey Path,"(13.2714475,64.380293)"
458,"Williams, Braun and Douglas",6577 Sutton Drive Suite 470,"(-78.353025,-102.487635)"
459,"Mason, Key and Zimmerman",3262 Robert Lights,
460,"Young, Parsons and Brown",840 Gardner Freeway Apt. 918,"(-47.592948,24.199629)"
461,"Cantu, Atkinson and Jordan",4844 Ponce Lights Suite 329,"(79.3104865,35.899633)"
462,"Kim, Anderson and Malone",99488 Phillips Locks Suite 614,"(-47.6028515,-165.342172)"
463,Martin PLC,65169 Tyler Parkway,"(-84.2506765,-135.014451)"
464,Lopez-Gutierrez,799 Gregory Grove Suite 170,"(-0.363250,129.086733)"
465,Smith LLC,99900 Ronald Mountain,"(-61.037239,-171.899211)"
466,STORE_ERROR,673 Sanders Knoll Apt. 258,"(72.677543,149.427186)"
467,Fletcher-Coleman,None,"(9.2875725,158.811275)"
468,"Holloway, Reed and Thomas",LOCATION_ERROR,"(17.133772,176.023061)"
469,Mclaughlin-King,None,"(-1.1015205,-176.280394)"
470,Marshall-Myers,60729 Melendez Valleys Apt. 511,"(36.6791935,67.406258)"
471,"Klein, Diaz and Smith",16569 Shannon Lake Suite 827,"(-44.5681035,95.998727)"
472,Walker and Sons,5715 Wilson Burgs,"(60.2059735,39.138660)"
473,Robinson-Marshall,41160 Ramirez Lodge Apt. 653,"(27.1312695,83.835783)"
474,Caldwell-Wheeler,None,None
475,None,378 Colleen Fall,"(81.177845,125.838702)"
476,Adams-Oneal,None,"(-76.572437,-88.404578)"
477,Wallace-Browning,7620 Caitlin Cove,"(-24.014199,172.793714)"
478,Mckinney Ltd,8982 Harding Common,"(9.7758585,-37.749866)"
479,"Robinson, Rojas and Mullins",68375 Middleton View,None
480,STORE_ERROR,7500 Powell Valleys Apt. 297,"(30.876655,-18.697047)"
481,Ruiz LLC,7299 Wilkerson Bridge Suite 669,"(-40.6942945,-43.969689)"
482,Bowen Group,3906 Terri Islands Apt. 036,"(9.2153985,161.598825)"
483,"Wells, Aguilar and Trevino",025 Jason Club Suite 511,"(45.2085175,-45.268817)"
484,"Berry, Cook and Riley",4220 Taylor Fort,"(75.247003,146.719546)"
485,Howard Group,None,"(35.5458155,-37.459085)"
486,"Allen, Burns and Hughes",466 Leonard Keys Apt. 398,"(32.3760825,-4.114808)"
487,"Jackson, Carter and Pena",55001 Alan Islands,"(-25.055810,74.055088)"
488,Williamson Inc,2354 Randall Mountains,"(29.0119655,-90.221762)"
489,Smith Ltd,0718 Mcclain Mill Apt. 588,"(39.6142165,-38.797108)"
490,Gregory-Burton,1409 Hoffman Isle,"(-48.9140035,-137.690130)"
491,Edwards LLC,0619 Bryan Rue,"(-61.718303,132.395572)"
492,Moreno-Ali,59912 Blake Path,"(-42.366101,43.913969)"
493,Casey and Sons,125 Burns Fall,DEMOGRAPHICS_ERROR
494,STORE_ERROR,LOCATION_ERROR,"(-51.309105,107.330950)"
495,Watkins-Moore,252 Brooks Lane,"(85.223389,125.962174)"
496,Gray Inc,35010 Sophia Street Apt. 546,"(43.2610445,-68.644955)"
497,Cannon Ltd,13241 Pena Garden,"(-45.9916875,-144.168954)"
498,"Jones, Perry and Nelson",006 Denise Flat Apt. 213,
499,"Archer, Holmes and Hughes",96819 Erica Mountain Apt. 924,"(-25.7415265,98.921401)"
500,Costa-Gibson,25450 Autumn Locks Suite 348,"(1.8144145,41.513864)"
501,Ortega and Sons,22487 Denise Land Suite 555,None
502,Richardson PLC,18391 Julie Mountain Suite 891,"(-21.5121345,30.517537)"
503,"Chan, Deleon and Villa",6326 Thompson Mall Suite 561,DEMOGRAPHICS_ERROR
504,Henry-Wood,113 Pope Path Apt. 383,"(-39.2431225,77.370318)"
505,"Williams, Harris and Moran",3743 Tabitha Green Apt. 842,"(47.5526845,172.941884)"
506,Perez-Phillips,576 Lee Center,"(37.6474615,35.249795)"
507,Hamilton-Spears,509 Wells Trail,"(-71.056035,-155.474770)"
508,Johnson-Adams,07092 Morris Rest Apt. 507,"(-84.4973455,80.057964)"
509,Jarvis-Hunt,7957 James Plaza,"(84.5174555,100.306231)"
510,Nash and Sons,58065 Stark Grove Apt. 657,"(-58.6871365,-75.731857)"
511,None,97789 Collins Street,"(-36.5087225,108.467553)"
512,STORE_ERROR,206 Lozano Trafficway Apt. 753,"(-40.758797,20.664557)"
513,"Brandt, Lester and Chase",8166 Eric Well Apt. 637,"(77.7438235,64.090578)"
514,Galloway Ltd,07559 Lacey Ridges,"(-22.9256035,-4.766258)"
515,"Sosa, Cooper and Clark",18926 Lyons Trace Apt. 240,"(47.2737775,-126.841351)"
516,"Miller, Harvey and Berry",21313 Alison Hollow Apt. 971,"(24.965176,12.863072)"
517,Chavez Group,9905 Elizabeth Fall,"(71.3574175,-121.679368)"
518,Mcguire-Ray,0502 Bailey Groves Apt. 287,"(42.8529925,172.426509)"
519,Haas-Carter,53763 Todd Branch Suite 541,"(-38.821793,-105.905593)"
520,Farrell LLC,012 Wells Village,"(74.848869,-15.133033)"
521,,90393 Patterson Trail Suite 095,"(-63.889459,58.407878)"
522,Smith-Serrano,1290 Allison Dale,"(-57.173524,-176.247638)"
523,Nguyen Inc,26375 Johnson Station,"(-75.2671235,-105.028219)"
524,Bryant PLC,LOCATION_ERROR,"(-82.323186,68.128895)"
525,"Lawrence, Bauer and Cunningham",87869 Miller Lane,"(44.7760385,-151.812251)"
526,Edwards-Howell,5980 Robinson Stream Suite 275,
527,Miranda-Perry,448 Peter Green,"(-30.103265,-176.588145)"
528,"Howard, Mora and Parker",LOCATION_ERROR,"(-17.2114395,-93.460476)"
529,None,15128 Wood Expressway,
530,"Moore, Palmer and Ryan",406 Spencer Freeway,"(-26.9520985,-169.639844)"
531,"Garcia, Miller and Alexander",28842 Garrison Garden,"(-42.6951175,39.857413)"
532,"Rogers, Foster and Gates",LOCATION_ERROR,"(-59.0126025,79.206035)"
533,Ryan-Johnson,944 Wagner Lake Apt. 951,"(-7.4239995,157.880989)"
534,"Norton, Phillips and Davis",6912 Morris Cape,"(1.8716385,27.328530)"
535,Owens-Owens,2478 Chelsea Union,
536,"Munoz, Kramer and Wall",987 Gardner Camp,"(-62.027881,-24.597828)"
537,Carlson Ltd,908 Emily Roads,"(28.9386805,-89.257451)"
538,White-Stevens,61466 Day Plaza,DEMOGRAPHICS_ERROR
539,"Miller, Murray and Gardner",4068 Walls Meadows Suite 889,"(8.0029125,113.159615)"
540,"Grimes, Chan and Harrison",6499 Wilson Viaduct,"(68.3881045,133.972134)"
541,"Myers, Barnett and James",1581 Jenny Cliff Suite 453,"(74.9600155,-84.131583)"
542,"Williams, Kelley and Morales",7456 Gardner Center Suite 602,"(53.4070425,-58.903009)"
543,"Smith, Palmer and Olson",01184 Gross Crossroad,"(-1.435058,-137.908907)"
544,Anderson and Sons,780 Amy Shoal,"(56.466486,81.702602)"
545,STORE_ERROR,23789 Justin Parkway,"(17.6662005,0.790759)"
546,"Cameron, Rivera and Morgan",LOCATION_ERROR,None
547,,91717 Hanna Pines Apt. 058,"(89.814988,-45.444174)"
548,Miller-Carlson,761 Andre Underpass Apt. 967,"(-27.313482,-24.801389)"
549,Robertson Ltd,0038 Lyons Turnpike Suite 572,"(49.684790,-43.362268)"
550,Holloway-Sanders,None,"(-86.117598,-35.809622)"
551,Barry-Schultz,8297 Hannah Stravenue,"(-45.1459225,175.795853)"
552,Keller-Hamilton,462 Alexander Avenue Apt. 457,None
553,Roberts PLC,6286 Paul Prairie,"(-13.4158115,-63.648424)"
554,Morgan-Weeks,779 Santos Walks Suite 411,DEMOGRAPHICS_ERROR
555,"Martinez, Wilson and Jordan",654 Daniel Mission Suite 801,"(22.341195,30.578861)"
556,Cross-Thompson,LOCATION_ERROR,"(41.2431415,-23.705327)"
557,Lopez LLC,4700 Thomas Mall,"(63.2403015,80.065892)"
558,"Smith, Cochran and Campbell",49439 Robles Ways,"(56.644185,-9.601825)"
559,Arnold and Sons,804 Robert Plaza Apt. 709,"(65.484115,-104.969832)"
560,"Morris, Brewer and Gilmore",29640 Watson Fork Suite 520,None
561,Green Group,06620 Christine Isle Suite 995,"(-37.5726565,45.719922)"
562,Hill-Jackson,18220 White Inlet Apt. 910,"(-8.364604,86.020871)"
563,Harmon and Sons,296 Christopher Hollow Suite 881,"(-24.0370535,160.438938)"
564,Wilson and Sons,5444 Dana Lakes Apt. 229,"(19.5948775,8.988528)"
565,Hernandez-Garza,None,"(-57.102464,69.513219)"
566,Mccall-Cohen,56706 Dwayne Greens Suite 951,"(-29.2961045,-130.533001)"
567,"Rodriguez, Mcbride and Brown",92710 Collier Pass Suite 060,"(77.2167265,79.349680)"
568,Hunter PLC,9415 Brandon Mission Suite 402,DEMOGRAPHICS_ERROR
569,Pierce Ltd,None,"(50.694025,50.485096)"
570,Allen Ltd,LOCATION_ERROR,"(9.906811,8.059114)"
571,None,14878 Norris Plain,None
572,Murphy-Moran,0460 Miller Turnpike Apt. 042,"(49.113914,69.891818)"
573,Lee-Fox,,"(-70.962807,138.244252)"
574,Campbell-Summers,02357 Brianna Junctions,"(-59.273909,-5.461453)"
575,Bridges Inc,LOCATION_ERROR,"(74.418414,-109.845048)"
576,Carrillo-Garcia,618 Hill Roads,"(30.340408,-124.167517)"
577,Valencia-Welch,7386 Walter Landing,"(-4.4331055,132.486790)"
578,"Morales, Thomas and Craig",1030 Perry Inlet,"(-30.978239,97.760940)"
579,Gentry-Heath,896 Bennett Trail Apt. 315,"(-82.7361065,-158.944277)"
580,Smith and Sons,6821 Emily Road Suite 659,"(45.6134875,86.799623)"
581,Garcia LLC,3363 Smith Throughway,"(81.817201,-45.995765)"
582,"Jackson, Hayes and Clayton",383 Ramirez Centers Suite 872,"(26.791036,106.463798)"
583,"Davis, Petersen and Brewer",811 David Inlet,None
584,STORE_ERROR,46341 Megan Ville Apt. 205,"(9.996406,-19.551721)"
585,"King, Bowers and Watson",8507 Hernandez Ferry Apt. 054,None
586,"Norris, Horne and Glenn",451 Richard Walks Suite 202,"(-5.0103305,52.681995)"
587,Richardson Group,LOCATION_ERROR,"(8.749763,30.648526)"
588,Wright-Bennett,73058 Day Canyon,"(-11.1835535,-168.433595)"
589,None,068 Greer Forge,"(-2.772914,24.608389)"
590,,77102 Felicia Motorway Suite 958,"(-71.6718895,-70.634535)"
591,Davis-Caldwell,174 Robin Junctions,"(39.6135135,117.428416)"
592,Conrad-Chambers,92202 Erik Corners,"(-19.695236,171.175463)"
593,None,806 Brandon Court,"(-83.887214,61.947993)"
594,"Black, Foley and Wood",5862 Brett Meadows,"(61.679455,-165.623043)"
595,Hayes and Sons,3129 Jordan Stream Apt. 983,None
596,"Brown, Butler and Combs",3594 Nicholson Dale Suite 544,None
598,Torres-Garcia,48719 Mays Lakes Suite 431,"(35.2881595,-122.629530)"
599,Murphy-Roman,056 Young Corners,"(43.212532,-159.755812)"
600,Estrada Ltd,None,DEMOGRAPHICS_ERROR
601,Leblanc Inc,817 Shawn Crossing Apt. 622,"(-58.681443,52.259068)"
602,"Marshall, Davidson and Murphy",78267 Henderson Brook Suite 852,"(-14.3493605,-21.880337)"
603,Cameron Ltd,4698 Arnold Hill Suite 300,"(-69.189288,152.328273)"
604,None,552 Miller Shores,"(77.196492,134.706237)"
605,Macias LLC,06115 Ferguson Harbor,"(-14.9754725,-125.640769)"
606,"Simmons, Parker and Mccarthy",214 Sean Station Suite 679,"(54.346741,172.751870)"
607,Richardson LLC,8692 Burke Corners Suite 940,"(-40.365250,-118.602137)"
608,Adams-Hart,,"(-8.1921735,-66.493165)"
609,"Petty, Mccormick and Bautista",6326 Young Oval,"(-46.4791775,5.019019)"
610,Hale and Sons,17425 Patty Ports,"(37.369618,36.189250)"
611,"Hughes, Little and Jones",0883 Dennis Points Apt. 030,"(-27.8784225,121.672996)"
612,"Pennington, Turner and Davis",67746 Cantrell Haven Apt. 588,"(18.432246,22.155180)"
613,"Solis, Mueller and Graham",436 Tran Junctions Apt. 430,"(-49.1171525,-68.855522)"
614,STORE_ERROR,6962 Sara Loaf,None
615,,15487 Carpenter Ramp Suite 761,"(-36.467144,175.335557)"
616,STORE_ERROR,03546 Taylor Burgs Suite 531,"(-86.5747795,88.533193)"
617,"Scott, Nguyen and Miller",4097 Kristen Prairie,"(4.9260495,-43.806415)"
618,Roberts Inc,5759 Courtney Dam Apt. 346,"(57.792080,-174.984076)"
619,Frye Inc,77887 Wilson Tunnel,DEMOGRAPHICS_ERROR
620,"Odom, Gordon and Fletcher",5080 Sarah Freeway,"(33.701786,56.365933)"
621,Cantu Group,262 Rowe Brook,"(-61.7920215,-11.184883)"
622,Lee-Miller,68230 Michelle Garden Suite 327,"(45.890570,14.579908)"
623,"Miller, Sanders and Cooper",9442 Chen Underpass,"(81.764365,-84.756929)"
624,Gray-Knapp,92216 Davis Fort Apt. 505,"(22.607425,147.148768)"
625,Rosario and Sons,91976 George Key Suite 636,"(-22.873737,-76.796607)"
626,Ross-Porter,6271 Julie Trail,"(-53.8758395,-47.810809)"
627,"Welch, Willis and Kim",75299 Jackson Bridge Apt. 812,"(-73.5281345,19.715964)"
628,"Murphy, Elliott and May",9593 Pace Mills Apt. 834,"(-20.652325,144.106055)"
629,Hoover-Barr,8201 Warren Tunnel Apt. 813,"(47.8049435,90.857992)"
630,Bartlett-Velasquez,48007 Catherine Port Apt. 243,"(-39.500443,-37.355638)"
631,None,04370 Alexander Extensions Apt. 338,"(77.3286445,-121.447369)"
632,Gibbs LLC,133 Martinez Hill,"(-55.2534545,49.732777)"
633,None,,"(-84.5391315,39.558249)"
634,"Perkins, Cummings and Coffey",9891 Linda Shore,"(32.6027955,-73.749726)"
635,"Camacho, Thompson and Perez",18068 Emily Prairie,"(35.0870035,-166.471527)"
636,Steele and Sons,49799 Sherri Turnpike,"(24.677147,47.164793)"
637,Gonzales-Martinez,121 Thompson Road Suite 787,"(26.9311095,-53.610877)"
638,"Arellano, Thomas and Campbell",51470 Brandi Isle Suite 875,"(81.345121,-33.458088)"
639,Collier-Poole,5160 Snow Highway Apt. 471,"(0.414742,20.695064)"
640,"Vazquez, Adams and Camacho",1635 Fisher Mountains Apt. 951,DEMOGRAPHICS_ERROR
641,None,None,
642,"Bowers, Cordova and Chapman",9676 Solomon Vista Apt. 289,"(59.7302315,-4.132784)"
643,Golden-Wise,8578 Ford Streets Apt. 859,None
644,"Miller, Hanson and Pennington",0880 Nicole Mews Suite 386,"(-17.2270265,55.742118)"
645,Hopkins-Brown,434 Danielle Cliff Apt. 887,"(85.411247,120.497657)"
646,"Costa, Blankenship and Sampson",10598 Nicole Crossroad,"(30.251022,-78.293796)"
647,Jensen-Carpenter,1805 Brett Drive Apt. 197,"(-76.6657415,-179.114910)"
648,Scott Ltd,9876 Andrew Walks Suite 092,"(27.959260,132.654011)"
649,Logan Ltd,45195 Howard Springs Apt. 449,"(38.4536595,26.962263)"
650,Petty LLC,237 Medina Loaf,None
651,"Leonard, Collins and Moore",127 Cynthia Falls,"(76.7033035,115.809568)"
652,Carlson-Bartlett,9024 White Island,"(-22.8403855,-31.791922)"
653,,6279 Alison Trafficway,"(-6.2976505,168.145599)"
654,Owens-Scott,975 Julia Ferry,"(-60.0085365,53.378551)"
655,Jackson Ltd,216 Howard Brook,"(38.0327135,-55.586260)"
656,"Thomas, Coleman and Morgan",LOCATION_ERROR,"(-9.9830935,-78.211203)"
657,Fernandez-Jackson,718 Lisa Fort Apt. 820,"(88.975232,-150.998776)"
658,"Long, Dixon and Smith",35437 Thomas Orchard Apt. 035,"(-16.718765,-45.693064)"
659,Huber and Sons,83240 Michael Corner,"(88.276453,-15.303180)"
660,Arnold Group,308 Yolanda Trail,"(-16.944891,-77.340606)"
661,Beasley-Weaver,754 Andrea Port Apt. 568,"(73.334381,-94.920814)"
662,Nixon Group,3946 Alexander Points Apt. 362,"(16.3040585,-72.745012)"
663,None,5465 Anthony Trail,"(-28.4697615,16.245942)"
664,Jones and Sons,97010 Rangel Skyway Suite 253,"(63.968898,-141.448973)"
665,Warner-Galvan,926 Smith Rapid,"(42.821543,164.882252)"
666,Wheeler-Howard,31561 Justin Lake Suite 488,"(-49.0323215,-157.427073)"
667,"Porter, Thomas and Henderson",5992 Taylor Drive,"(-64.681115,-155.247557)"
668,Conrad-Bryant,6670 Paul Shoals,"(47.318642,139.209649)"
669,Livingston-King,7850 Alvarado Well,"(32.289703,-109.151793)"
670,Alvarado Ltd,517 Munoz Lane,"(-74.804955,-10.516338)"
671,Murphy Ltd,7552 Miller Canyon Apt. 364,"(63.7965555,-41.491604)"
672,"Stewart, Gutierrez and Torres",09039 Smith Plain Apt. 085,"(-58.7256425,-148.797231)"
673,Myers and Sons,6488 Tamara Isle,"(48.336678,96.870110)"
674,Harris-Neal,99993 Anna Stream,"(44.7083475,-103.604530)"
675,Ruiz-Patel,49264 Chambers Mall,"(9.685602,165.907312)"
676,Smith Ltd,34701 Laura Branch Apt. 832,"(-45.434656,-116.976451)"
677,Flores PLC,419 Kristen Knoll Apt. 373,"(-3.7216915,20.354885)"
678,Park-Mendoza,792 Simon Land Apt. 931,"(11.699728,101.616533)"
679,Jones PLC,1485 Long Forge Suite 017,"(-35.2186065,82.718798)"
